"U:0","U:1","U:2","alpha.water","epsilon","k","nut","p","p_rgh","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.53069,0.029954,0.0074941,2.9948e-11,10.337,0.084665,6.3699e-05,3.2283,0.38409,1,0.011475,0.55,0.0025,0.011475
0.52948,0.031615,0.006515,2.9842e-11,10.433,0.085312,6.4078e-05,3.2275,0.38334,1,0.01149,0.55,0.0025,0.01149
0.52828,0.033276,0.005536,2.9736e-11,10.529,0.085959,6.4457e-05,3.2266,0.3826,1,0.011505,0.55,0.0025,0.011505
0.52708,0.034937,0.0045568,2.963e-11,10.626,0.086606,6.4836e-05,3.2257,0.38186,1,0.01152,0.55,0.0025,0.01152
0.52587,0.036598,0.0035778,2.9524e-11,10.722,0.087254,6.5215e-05,3.2249,0.38111,1,0.011535,0.55,0.0025,0.011535
0.52467,0.038259,0.0025987,2.9419e-11,10.818,0.087901,6.5595e-05,3.224,0.38037,1,0.01155,0.55,0.0025,0.01155
0.52346,0.03992,0.0016196,2.9313e-11,10.915,0.088548,6.5974e-05,3.2231,0.37962,1,0.011565,0.55,0.0025,0.011565
0.52226,0.041581,0.00064055,2.9207e-11,11.011,0.089195,6.6353e-05,3.2223,0.37888,1,0.01158,0.55,0.0025,0.01158
0.52106,0.043242,-0.00033852,2.9101e-11,11.107,0.089842,6.6732e-05,3.2214,0.37813,1,0.011595,0.55,0.0025,0.011595
0.51985,0.044903,-0.0013176,2.8995e-11,11.203,0.09049,6.7112e-05,3.2205,0.37739,1,0.01161,0.55,0.0025,0.01161
0.51865,0.046564,-0.0022967,2.8889e-11,11.3,0.091137,6.7491e-05,3.2197,0.37665,1,0.011625,0.55,0.0025,0.011625
0.51744,0.048225,-0.0032758,2.8783e-11,11.396,0.091784,6.787e-05,3.2188,0.3759,1,0.01164,0.55,0.0025,0.01164
0.51624,0.049886,-0.0042549,2.8677e-11,11.492,0.092431,6.8249e-05,3.2179,0.37516,1,0.011655,0.55,0.0025,0.011655
0.51499,0.051448,-0.005255,2.8569e-11,11.591,0.093091,6.8635e-05,3.2171,0.37442,1,0.01167,0.55,0.0025,0.01167
0.5136,0.052662,-0.0063286,2.8453e-11,11.696,0.093793,6.9043e-05,3.2162,0.37371,1,0.011685,0.55,0.0025,0.011685
0.5122,0.053876,-0.0074023,2.8337e-11,11.801,0.094496,6.945e-05,3.2154,0.37299,1,0.0117,0.55,0.0025,0.0117
0.5108,0.055091,-0.0084759,2.8221e-11,11.907,0.095198,6.9858e-05,3.2145,0.37228,1,0.011715,0.55,0.0025,0.011715
0.5094,0.056305,-0.0095496,2.8104e-11,12.012,0.0959,7.0266e-05,3.2137,0.37157,1,0.01173,0.55,0.0025,0.01173
0.50801,0.057519,-0.010623,2.7988e-11,12.117,0.096603,7.0674e-05,3.2129,0.37085,1,0.011745,0.55,0.0025,0.011745
0.50661,0.058734,-0.011697,2.7872e-11,12.223,0.097305,7.1082e-05,3.212,0.37014,1,0.01176,0.55,0.0025,0.01176
0.50521,0.059948,-0.012771,2.7756e-11,12.328,0.098008,7.1489e-05,3.2112,0.36942,1,0.011775,0.55,0.0025,0.011775
0.50381,0.061162,-0.013844,2.764e-11,12.433,0.09871,7.1897e-05,3.2104,0.36871,1,0.01179,0.55,0.0025,0.01179
0.50242,0.062377,-0.014918,2.7523e-11,12.539,0.099413,7.2305e-05,3.2095,0.368,1,0.011805,0.55,0.0025,0.011805
0.50102,0.063591,-0.015992,2.7407e-11,12.644,0.10012,7.2713e-05,3.2087,0.36728,1,0.01182,0.55,0.0025,0.01182
0.49962,0.064805,-0.017065,2.7291e-11,12.749,0.10082,7.3121e-05,3.2079,0.36657,1,0.011835,0.55,0.0025,0.011835
0.49822,0.06602,-0.018139,2.7175e-11,12.855,0.10152,7.3528e-05,3.207,0.36586,1,0.01185,0.55,0.0025,0.01185
0.49682,0.067234,-0.019213,2.7059e-11,12.96,0.10222,7.3936e-05,3.2062,0.36514,1,0.011865,0.55,0.0025,0.011865
0.49543,0.068448,-0.020286,2.6942e-11,13.065,0.10292,7.4344e-05,3.2053,0.36443,1,0.01188,0.55,0.0025,0.01188
0.49403,0.069663,-0.02136,2.6826e-11,13.171,0.10363,7.4752e-05,3.2045,0.36372,1,0.011895,0.55,0.0025,0.011895
0.49263,0.070877,-0.022434,2.671e-11,13.276,0.10433,7.516e-05,3.2037,0.363,1,0.01191,0.55,0.0025,0.01191
0.49123,0.072091,-0.023507,2.6594e-11,13.382,0.10503,7.5568e-05,3.2028,0.36229,1,0.011925,0.55,0.0025,0.011925
0.48984,0.073305,-0.024581,2.6478e-11,13.487,0.10573,7.5975e-05,3.202,0.36157,1,0.01194,0.55,0.0025,0.01194
0.48844,0.07452,-0.025655,2.6361e-11,13.592,0.10644,7.6383e-05,3.2012,0.36086,1,0.011955,0.55,0.0025,0.011955
0.48704,0.075734,-0.026728,2.6245e-11,13.698,0.10714,7.6791e-05,3.2003,0.36015,1,0.01197,0.55,0.0025,0.01197
0.48564,0.076948,-0.027802,2.6129e-11,13.803,0.10784,7.7199e-05,3.1995,0.35943,1,0.011985,0.55,0.0025,0.011985
0.48425,0.078163,-0.028876,2.6013e-11,13.908,0.10854,7.7607e-05,3.1986,0.35872,1,0.012,0.55,0.0025,0.012
0.48258,0.078888,-0.029961,2.5851e-11,14.014,0.10926,7.8031e-05,3.1978,0.35802,1,0.012015,0.55,0.0025,0.012015
0.48091,0.079613,-0.031046,2.5689e-11,14.12,0.10998,7.8455e-05,3.197,0.35731,1,0.01203,0.55,0.0025,0.01203
0.47925,0.080339,-0.032131,2.5527e-11,14.225,0.11069,7.8879e-05,3.1962,0.35661,1,0.012045,0.55,0.0025,0.012045
0.47758,0.081064,-0.033216,2.5365e-11,14.331,0.11141,7.9303e-05,3.1953,0.35591,1,0.01206,0.55,0.0025,0.01206
0.47592,0.08179,-0.034301,2.5203e-11,14.437,0.11213,7.9727e-05,3.1945,0.3552,1,0.012075,0.55,0.0025,0.012075
0.47425,0.082515,-0.035386,2.5041e-11,14.543,0.11284,8.0151e-05,3.1937,0.3545,1,0.01209,0.55,0.0025,0.01209
0.47258,0.08324,-0.036471,2.4879e-11,14.648,0.11356,8.0575e-05,3.1929,0.35379,1,0.012105,0.55,0.0025,0.012105
0.47092,0.083966,-0.037556,2.4717e-11,14.754,0.11428,8.0999e-05,3.192,0.35309,1,0.01212,0.55,0.0025,0.01212
0.46925,0.084691,-0.038641,2.4555e-11,14.86,0.11499,8.1423e-05,3.1912,0.35239,1,0.012135,0.55,0.0025,0.012135
0.46758,0.085416,-0.039726,2.4393e-11,14.966,0.11571,8.1847e-05,3.1904,0.35168,1,0.01215,0.55,0.0025,0.01215
0.46592,0.086142,-0.040811,2.4231e-11,15.071,0.11643,8.2272e-05,3.1895,0.35098,1,0.012165,0.55,0.0025,0.012165
0.46425,0.086867,-0.041896,2.4069e-11,15.177,0.11714,8.2696e-05,3.1887,0.35028,1,0.01218,0.55,0.0025,0.01218
0.46258,0.087592,-0.042981,2.3907e-11,15.283,0.11786,8.312e-05,3.1879,0.34957,1,0.012195,0.55,0.0025,0.012195
0.46092,0.088318,-0.044066,2.3745e-11,15.389,0.11858,8.3544e-05,3.1871,0.34887,1,0.01221,0.55,0.0025,0.01221
0.45925,0.089043,-0.045151,2.3583e-11,15.494,0.11929,8.3968e-05,3.1862,0.34817,1,0.012225,0.55,0.0025,0.012225
0.45759,0.089769,-0.046236,2.3421e-11,15.6,0.12001,8.4392e-05,3.1854,0.34746,1,0.01224,0.55,0.0025,0.01224
0.45592,0.090494,-0.047321,2.3259e-11,15.706,0.12073,8.4816e-05,3.1846,0.34676,1,0.012255,0.55,0.0025,0.012255
0.45425,0.091219,-0.048406,2.3097e-11,15.812,0.12144,8.524e-05,3.1838,0.34605,1,0.01227,0.55,0.0025,0.01227
0.45259,0.091945,-0.049491,2.2935e-11,15.917,0.12216,8.5664e-05,3.1829,0.34535,1,0.012285,0.55,0.0025,0.012285
0.45092,0.09267,-0.050576,2.2773e-11,16.023,0.12288,8.6088e-05,3.1821,0.34465,1,0.0123,0.55,0.0025,0.0123
0.44925,0.093395,-0.051661,2.2612e-11,16.129,0.12359,8.6512e-05,3.1813,0.34394,1,0.012315,0.55,0.0025,0.012315
0.44759,0.094121,-0.052746,2.245e-11,16.234,0.12431,8.6936e-05,3.1805,0.34324,1,0.01233,0.55,0.0025,0.01233
0.44564,0.09449,-0.053739,2.227e-11,16.332,0.125,8.7364e-05,3.1796,0.34254,1,0.012345,0.55,0.0025,0.012345
0.44361,0.094757,-0.054705,2.2085e-11,16.428,0.12569,8.7793e-05,3.1788,0.34185,1,0.01236,0.55,0.0025,0.01236
0.44158,0.095024,-0.055671,2.1901e-11,16.524,0.12637,8.8222e-05,3.178,0.34115,1,0.012375,0.55,0.0025,0.012375
0.43954,0.095291,-0.056638,2.1716e-11,16.62,0.12705,8.8651e-05,3.1772,0.34046,1,0.01239,0.55,0.0025,0.01239
0.43751,0.095558,-0.057604,2.1532e-11,16.715,0.12774,8.908e-05,3.1764,0.33976,1,0.012405,0.55,0.0025,0.012405
0.43548,0.095825,-0.05857,2.1347e-11,16.811,0.12842,8.9509e-05,3.1755,0.33907,1,0.01242,0.55,0.0025,0.01242
0.43345,0.096092,-0.059536,2.1163e-11,16.907,0.12911,8.9938e-05,3.1747,0.33837,1,0.012435,0.55,0.0025,0.012435
0.43142,0.096359,-0.060503,2.0978e-11,17.003,0.12979,9.0366e-05,3.1739,0.33768,1,0.01245,0.55,0.0025,0.01245
0.42939,0.096626,-0.061469,2.0793e-11,17.099,0.13047,9.0795e-05,3.1731,0.33698,1,0.012465,0.55,0.0025,0.012465
0.42735,0.096893,-0.062435,2.0609e-11,17.194,0.13116,9.1224e-05,3.1723,0.33629,1,0.01248,0.55,0.0025,0.01248
0.42532,0.09716,-0.063401,2.0424e-11,17.29,0.13184,9.1653e-05,3.1714,0.33559,1,0.012495,0.55,0.0025,0.012495
0.42329,0.097427,-0.064368,2.024e-11,17.386,0.13253,9.2082e-05,3.1706,0.3349,1,0.01251,0.55,0.0025,0.01251
0.42126,0.097694,-0.065334,2.0055e-11,17.482,0.13321,9.2511e-05,3.1698,0.3342,1,0.012525,0.55,0.0025,0.012525
0.41923,0.097961,-0.0663,1.9871e-11,17.577,0.13389,9.294e-05,3.169,0.33351,1,0.01254,0.55,0.0025,0.01254
0.4172,0.098228,-0.067266,1.9686e-11,17.673,0.13458,9.3369e-05,3.1682,0.33281,1,0.012555,0.55,0.0025,0.012555
0.41516,0.098495,-0.068232,1.9501e-11,17.769,0.13526,9.3798e-05,3.1674,0.33212,1,0.01257,0.55,0.0025,0.01257
0.41313,0.098762,-0.069199,1.9317e-11,17.865,0.13595,9.4226e-05,3.1665,0.33142,1,0.012585,0.55,0.0025,0.012585
0.4111,0.099029,-0.070165,1.9132e-11,17.96,0.13663,9.4655e-05,3.1657,0.33073,1,0.0126,0.55,0.0025,0.0126
0.40907,0.099296,-0.071131,1.8948e-11,18.056,0.13731,9.5084e-05,3.1649,0.33003,1,0.012615,0.55,0.0025,0.012615
0.40704,0.099563,-0.072097,1.8763e-11,18.152,0.138,9.5513e-05,3.1641,0.32933,1,0.01263,0.55,0.0025,0.01263
0.40501,0.09983,-0.073064,1.8578e-11,18.248,0.13868,9.5942e-05,3.1633,0.32864,1,0.012645,0.55,0.0025,0.012645
0.40298,0.1001,-0.07403,1.8394e-11,18.344,0.13937,9.6371e-05,3.1624,0.32794,1,0.01266,0.55,0.0025,0.01266
0.4007,0.10014,-0.074826,1.8223e-11,18.428,0.14,9.6797e-05,3.1616,0.32726,1,0.012675,0.55,0.0025,0.012675
0.39823,0.1,-0.075485,1.8063e-11,18.504,0.14061,9.7221e-05,3.1608,0.32657,1,0.01269,0.55,0.0025,0.01269
0.39577,0.099865,-0.076145,1.7903e-11,18.579,0.14121,9.7645e-05,3.16,0.32589,1,0.012705,0.55,0.0025,0.012705
0.3933,0.099727,-0.076804,1.7743e-11,18.655,0.14182,9.8069e-05,3.1592,0.32521,1,0.01272,0.55,0.0025,0.01272
0.39083,0.09959,-0.077464,1.7583e-11,18.73,0.14242,9.8493e-05,3.1584,0.32453,1,0.012735,0.55,0.0025,0.012735
0.38837,0.099453,-0.078123,1.7423e-11,18.806,0.14302,9.8917e-05,3.1576,0.32385,1,0.01275,0.55,0.0025,0.01275
0.3859,0.099315,-0.078783,1.7263e-11,18.881,0.14363,9.9341e-05,3.1568,0.32316,1,0.012765,0.55,0.0025,0.012765
0.38343,0.099178,-0.079442,1.7103e-11,18.957,0.14423,9.9765e-05,3.156,0.32248,1,0.01278,0.55,0.0025,0.01278
0.38096,0.09904,-0.080102,1.6943e-11,19.032,0.14483,0.00010019,3.1552,0.3218,1,0.012795,0.55,0.0025,0.012795
0.3785,0.098903,-0.080761,1.6783e-11,19.108,0.14544,0.00010061,3.1544,0.32112,1,0.01281,0.55,0.0025,0.01281
0.37603,0.098766,-0.081421,1.6623e-11,19.183,0.14604,0.00010104,3.1536,0.32044,1,0.012825,0.55,0.0025,0.012825
0.37356,0.098628,-0.082081,1.6463e-11,19.259,0.14664,0.00010146,3.1528,0.31975,1,0.01284,0.55,0.0025,0.01284
0.3711,0.098491,-0.08274,1.6303e-11,19.334,0.14725,0.00010188,3.152,0.31907,1,0.012855,0.55,0.0025,0.012855
0.36863,0.098354,-0.0834,1.6143e-11,19.41,0.14785,0.00010231,3.1512,0.31839,1,0.01287,0.55,0.0025,0.01287
0.36616,0.098216,-0.084059,1.5984e-11,19.485,0.14845,0.00010273,3.1504,0.31771,1,0.012885,0.55,0.0025,0.012885
0.36369,0.098079,-0.084719,1.5824e-11,19.561,0.14906,0.00010316,3.1495,0.31703,1,0.0129,0.55,0.0025,0.0129
0.36123,0.097942,-0.085378,1.5664e-11,19.636,0.14966,0.00010358,3.1487,0.31635,1,0.012915,0.55,0.0025,0.012915
0.35876,0.097804,-0.086038,1.5504e-11,19.712,0.15026,0.000104,3.1479,0.31566,1,0.01293,0.55,0.0025,0.01293
0.35629,0.097667,-0.086697,1.5344e-11,19.787,0.15087,0.00010443,3.1471,0.31498,1,0.012945,0.55,0.0025,0.012945
0.35382,0.097529,-0.087357,1.5184e-11,19.863,0.15147,0.00010485,3.1463,0.3143,1,0.01296,0.55,0.0025,0.01296
0.35136,0.097392,-0.088016,1.5024e-11,19.939,0.15207,0.00010528,3.1455,0.31362,1,0.012975,0.55,0.0025,0.012975
0.34889,0.097255,-0.088676,1.4864e-11,20.014,0.15268,0.0001057,3.1447,0.31294,1,0.01299,0.55,0.0025,0.01299
0.34629,0.097015,-0.089172,1.4708e-11,20.08,0.15324,0.00010612,3.1439,0.31224,1,0.013005,0.55,0.0025,0.013005
0.34342,0.096571,-0.089341,1.4561e-11,20.125,0.15371,0.00010653,3.1431,0.31152,1,0.01302,0.55,0.0025,0.01302
0.34054,0.096127,-0.08951,1.4414e-11,20.171,0.15418,0.00010694,3.1422,0.3108,1,0.013035,0.55,0.0025,0.013035
0.33767,0.095682,-0.089679,1.4267e-11,20.217,0.15465,0.00010736,3.1414,0.31009,1,0.01305,0.55,0.0025,0.01305
0.3348,0.095238,-0.089847,1.412e-11,20.262,0.15513,0.00010777,3.1405,0.30937,1,0.013065,0.55,0.0025,0.013065
0.33193,0.094794,-0.090016,1.3973e-11,20.308,0.1556,0.00010818,3.1397,0.30865,1,0.01308,0.55,0.0025,0.01308
0.32905,0.09435,-0.090185,1.3827e-11,20.354,0.15607,0.00010859,3.1388,0.30793,1,0.013095,0.55,0.0025,0.013095
0.32618,0.093905,-0.090354,1.368e-11,20.4,0.15654,0.000109,3.138,0.30721,1,0.01311,0.55,0.0025,0.01311
0.32331,0.093461,-0.090523,1.3533e-11,20.445,0.15702,0.00010942,3.1372,0.30649,1,0.013125,0.55,0.0025,0.013125
0.32044,0.093017,-0.090692,1.3386e-11,20.491,0.15749,0.00010983,3.1363,0.30578,1,0.01314,0.55,0.0025,0.01314
0.31756,0.092573,-0.090861,1.3239e-11,20.537,0.15796,0.00011024,3.1355,0.30506,1,0.013155,0.55,0.0025,0.013155
0.31469,0.092129,-0.09103,1.3092e-11,20.582,0.15843,0.00011065,3.1346,0.30434,1,0.01317,0.55,0.0025,0.01317
0.31182,0.091684,-0.091199,1.2945e-11,20.628,0.1589,0.00011106,3.1338,0.30362,1,0.013185,0.55,0.0025,0.013185
0.30895,0.09124,-0.091368,1.2798e-11,20.674,0.15938,0.00011148,3.133,0.3029,1,0.0132,0.55,0.0025,0.0132
0.30607,0.090796,-0.091537,1.2651e-11,20.72,0.15985,0.00011189,3.1321,0.30218,1,0.013215,0.55,0.0025,0.013215
0.3032,0.090352,-0.091705,1.2504e-11,20.765,0.16032,0.0001123,3.1313,0.30147,1,0.01323,0.55,0.0025,0.01323
0.30033,0.089907,-0.091874,1.2357e-11,20.811,0.16079,0.00011271,3.1304,0.30075,1,0.013245,0.55,0.0025,0.013245
0.29746,0.089463,-0.092043,1.221e-11,20.857,0.16127,0.00011312,3.1296,0.30003,1,0.01326,0.55,0.0025,0.01326
0.29458,0.089019,-0.092212,1.2063e-11,20.902,0.16174,0.00011353,3.1287,0.29931,1,0.013275,0.55,0.0025,0.013275
0.29171,0.088575,-0.092381,1.1916e-11,20.948,0.16221,0.00011395,3.1279,0.29859,1,0.01329,0.55,0.0025,0.01329
0.28884,0.088131,-0.09255,1.1769e-11,20.994,0.16268,0.00011436,3.1271,0.29787,1,0.013305,0.55,0.0025,0.013305
0.28597,0.087686,-0.092719,1.1622e-11,21.04,0.16315,0.00011477,3.1262,0.29716,1,0.01332,0.55,0.0025,0.01332
0.28307,0.087218,-0.09282,1.1476e-11,21.081,0.16361,0.00011518,3.1254,0.29643,1,0.013335,0.55,0.0025,0.013335
0.27996,0.08656,-0.092377,1.1339e-11,21.091,0.16391,0.0001156,3.1244,0.29559,1,0.01335,0.55,0.0025,0.01335
0.27685,0.085903,-0.091934,1.1201e-11,21.1,0.16421,0.00011601,3.1235,0.29476,1,0.013365,0.55,0.0025,0.013365
0.27374,0.085245,-0.091491,1.1063e-11,21.11,0.16451,0.00011642,3.1225,0.29393,1,0.01338,0.55,0.0025,0.01338
0.27063,0.084587,-0.091049,1.0926e-11,21.119,0.16481,0.00011684,3.1215,0.2931,1,0.013395,0.55,0.0025,0.013395
0.26752,0.083929,-0.090606,1.0788e-11,21.128,0.16511,0.00011725,3.1206,0.29227,1,0.01341,0.55,0.0025,0.01341
0.26441,0.083271,-0.090163,1.065e-11,21.138,0.16541,0.00011767,3.1196,0.29143,1,0.013425,0.55,0.0025,0.013425
0.2613,0.082613,-0.08972,1.0513e-11,21.147,0.16571,0.00011808,3.1187,0.2906,1,0.01344,0.55,0.0025,0.01344
0.2582,0.081956,-0.089277,1.0375e-11,21.157,0.16601,0.00011849,3.1177,0.28977,1,0.013455,0.55,0.0025,0.013455
0.25509,0.081298,-0.088834,1.0237e-11,21.166,0.16631,0.00011891,3.1168,0.28894,1,0.01347,0.55,0.0025,0.01347
0.25198,0.08064,-0.088392,1.0099e-11,21.176,0.16661,0.00011932,3.1158,0.28811,1,0.013485,0.55,0.0025,0.013485
0.24887,0.079982,-0.087949,9.9617e-12,21.185,0.16692,0.00011974,3.1149,0.28727,1,0.0135,0.55,0.0025,0.0135
0.24576,0.079324,-0.087506,9.824e-12,21.195,0.16722,0.00012015,3.1139,0.28644,1,0.013515,0.55,0.0025,0.013515
0.24265,0.078666,-0.087063,9.6863e-12,21.204,0.16752,0.00012056,3.1129,0.28561,1,0.01353,0.55,0.0025,0.01353
0.23954,0.078008,-0.08662,9.5486e-12,21.214,0.16782,0.00012098,3.112,0.28478,1,0.013545,0.55,0.0025,0.013545
0.23643,0.077351,-0.086177,9.4109e-12,21.223,0.16812,0.00012139,3.111,0.28395,1,0.01356,0.55,0.0025,0.01356
0.23332,0.076693,-0.085734,9.2732e-12,21.232,0.16842,0.0001218,3.1101,0.28311,1,0.013575,0.55,0.0025,0.013575
0.23022,0.076035,-0.085292,9.1355e-12,21.242,0.16872,0.00012222,3.1091,0.28228,1,0.01359,0.55,0.0025,0.01359
0.22711,0.075377,-0.084849,8.9978e-12,21.251,0.16902,0.00012263,3.1082,0.28145,1,0.013605,0.55,0.0025,0.013605
0.224,0.074719,-0.084406,8.8601e-12,21.261,0.16932,0.00012305,3.1072,0.28062,1,0.01362,0.55,0.0025,0.01362
0.22089,0.074061,-0.083963,8.7224e-12,21.27,0.16962,0.00012346,3.1063,0.27979,1,0.013635,0.55,0.0025,0.013635
0.21778,0.073404,-0.08352,8.5847e-12,21.28,0.16992,0.00012387,3.1053,0.27896,1,0.01365,0.55,0.0025,0.01365
0.21467,0.072746,-0.083077,8.447e-12,21.289,0.17022,0.00012429,3.1043,0.27812,1,0.013665,0.55,0.0025,0.013665
0.21157,0.071751,-0.081951,8.3335e-12,21.263,0.17033,0.00012477,3.1032,0.27714,1,0.01368,0.55,0.0025,0.01368
0.20848,0.070714,-0.08074,8.2231e-12,21.233,0.17042,0.00012526,3.1021,0.27613,1,0.013695,0.55,0.0025,0.013695
0.20539,0.069676,-0.079529,8.1127e-12,21.202,0.1705,0.00012575,3.101,0.27513,1,0.01371,0.55,0.0025,0.01371
0.20229,0.068639,-0.078317,8.0023e-12,21.172,0.17059,0.00012624,3.0999,0.27412,1,0.013725,0.55,0.0025,0.013725
0.1992,0.067602,-0.077106,7.8919e-12,21.142,0.17068,0.00012673,3.0987,0.27312,1,0.01374,0.55,0.0025,0.01374
0.1961,0.066565,-0.075895,7.7815e-12,21.111,0.17076,0.00012722,3.0976,0.27211,1,0.013755,0.55,0.0025,0.013755
0.19301,0.065528,-0.074683,7.671e-12,21.081,0.17085,0.00012771,3.0965,0.27111,1,0.01377,0.55,0.0025,0.01377
0.18991,0.064491,-0.073472,7.5606e-12,21.05,0.17093,0.0001282,3.0953,0.2701,1,0.013785,0.55,0.0025,0.013785
0.18682,0.063453,-0.07226,7.4502e-12,21.02,0.17102,0.0001287,3.0942,0.2691,1,0.0138,0.55,0.0025,0.0138
0.18372,0.062416,-0.071049,7.3398e-12,20.989,0.17111,0.00012919,3.0931,0.26809,1,0.013815,0.55,0.0025,0.013815
0.18063,0.061379,-0.069838,7.2294e-12,20.959,0.17119,0.00012968,3.092,0.26708,1,0.01383,0.55,0.0025,0.01383
0.17753,0.060342,-0.068626,7.119e-12,20.929,0.17128,0.00013017,3.0908,0.26608,1,0.013845,0.55,0.0025,0.013845
0.17444,0.059305,-0.067415,7.0086e-12,20.898,0.17136,0.00013066,3.0897,0.26507,1,0.01386,0.55,0.0025,0.01386
0.17134,0.058268,-0.066203,6.8982e-12,20.868,0.17145,0.00013115,3.0886,0.26407,1,0.013875,0.55,0.0025,0.013875
0.16825,0.05723,-0.064992,6.7877e-12,20.837,0.17153,0.00013164,3.0874,0.26306,1,0.01389,0.55,0.0025,0.01389
0.16515,0.056193,-0.063781,6.6773e-12,20.807,0.17162,0.00013213,3.0863,0.26206,1,0.013905,0.55,0.0025,0.013905
0.16206,0.055156,-0.062569,6.5669e-12,20.777,0.17171,0.00013262,3.0852,0.26105,1,0.01392,0.55,0.0025,0.01392
0.15897,0.054119,-0.061358,6.4565e-12,20.746,0.17179,0.00013311,3.0841,0.26005,1,0.013935,0.55,0.0025,0.013935
0.15587,0.053082,-0.060146,6.3461e-12,20.716,0.17188,0.0001336,3.0829,0.25904,1,0.01395,0.55,0.0025,0.01395
0.15278,0.052045,-0.058935,6.2357e-12,20.685,0.17196,0.00013409,3.0818,0.25804,1,0.013965,0.55,0.0025,0.013965
0.14968,0.051008,-0.057724,6.1253e-12,20.655,0.17205,0.00013458,3.0807,0.25703,1,0.01398,0.55,0.0025,0.01398
0.14659,0.04997,-0.056512,6.0149e-12,20.625,0.17214,0.00013507,3.0795,0.25603,1,0.013995,0.55,0.0025,0.013995
0.14374,0.048428,-0.054689,5.9254e-12,20.572,0.17206,0.00013603,3.0782,0.2548,1,0.01401,0.55,0.0025,0.01401
0.14102,0.046632,-0.052561,5.8465e-12,20.509,0.1719,0.00013721,3.0767,0.25345,1,0.014025,0.55,0.0025,0.014025
0.1383,0.044837,-0.050432,5.7677e-12,20.446,0.17175,0.00013839,3.0752,0.25211,1,0.01404,0.55,0.0025,0.01404
0.13559,0.043041,-0.048303,5.6888e-12,20.382,0.17159,0.00013957,3.0738,0.25076,1,0.014055,0.55,0.0025,0.014055
0.13287,0.041246,-0.046174,5.6099e-12,20.319,0.17144,0.00014075,3.0723,0.24942,1,0.01407,0.55,0.0025,0.01407
0.13015,0.03945,-0.044046,5.531e-12,20.256,0.17128,0.00014194,3.0708,0.24808,1,0.014085,0.55,0.0025,0.014085
0.12743,0.037655,-0.041917,5.4521e-12,20.193,0.17112,0.00014312,3.0694,0.24673,1,0.0141,0.55,0.0025,0.0141
0.12471,0.035859,-0.039788,5.3732e-12,20.129,0.17097,0.0001443,3.0679,0.24539,1,0.014115,0.55,0.0025,0.014115
0.12199,0.034064,-0.037659,5.2943e-12,20.066,0.17081,0.00014548,3.0664,0.24404,1,0.01413,0.55,0.0025,0.01413
0.11927,0.032268,-0.03553,5.2154e-12,20.003,0.17066,0.00014666,3.065,0.2427,1,0.014145,0.55,0.0025,0.014145
0.11655,0.030473,-0.033402,5.1365e-12,19.939,0.1705,0.00014785,3.0635,0.24136,1,0.01416,0.55,0.0025,0.01416
0.11383,0.028677,-0.031273,5.0576e-12,19.876,0.17034,0.00014903,3.062,0.24001,1,0.014175,0.55,0.0025,0.014175
0.11111,0.026882,-0.029144,4.9787e-12,19.813,0.17019,0.00015021,3.0606,0.23867,1,0.01419,0.55,0.0025,0.01419
0.10839,0.025086,-0.027016,4.8998e-12,19.75,0.17003,0.00015139,3.0591,0.23732,1,0.014205,0.55,0.0025,0.014205
0.10568,0.023291,-0.024887,4.8209e-12,19.686,0.16987,0.00015257,3.0576,0.23598,1,0.01422,0.55,0.0025,0.01422
0.10296,0.021495,-0.022758,4.742e-12,19.623,0.16972,0.00015376,3.0562,0.23464,1,0.014235,0.55,0.0025,0.014235
0.10024,0.0197,-0.020629,4.6631e-12,19.56,0.16956,0.00015494,3.0547,0.23329,1,0.01425,0.55,0.0025,0.01425
0.097518,0.017904,-0.0185,4.5842e-12,19.496,0.16941,0.00015612,3.0532,0.23195,1,0.014265,0.55,0.0025,0.014265
0.094799,0.016109,-0.016372,4.5053e-12,19.433,0.16925,0.0001573,3.0518,0.2306,1,0.01428,0.55,0.0025,0.01428
0.09208,0.014313,-0.014243,4.4264e-12,19.37,0.16909,0.00015848,3.0503,0.22926,1,0.014295,0.55,0.0025,0.014295
0.089361,0.012518,-0.012114,4.3475e-12,19.307,0.16894,0.00015967,3.0488,0.22792,1,0.01431,0.55,0.0025,0.01431
0.086641,0.010722,-0.0099855,4.2686e-12,19.243,0.16878,0.00016085,3.0474,0.22657,1,0.014325,0.55,0.0025,0.014325
0.084298,0.0084936,-0.007467,4.2028e-12,19.165,0.16852,0.00016544,3.0454,0.22473,1,0.01434,0.55,0.0025,0.01434
0.082424,0.0057236,-0.0044609,4.1534e-12,19.069,0.16811,0.0001743,3.0428,0.22226,1,0.014355,0.55,0.0025,0.014355
0.08055,0.0029537,-0.001455,4.104e-12,18.973,0.16771,0.00018316,3.0402,0.21979,1,0.01437,0.55,0.0025,0.01437
0.078677,0.00018387,0.0015508,4.0547e-12,18.877,0.16731,0.00019202,3.0376,0.21731,1,0.014385,0.55,0.0025,0.014385
0.076803,-0.002586,0.0045567,4.0053e-12,18.781,0.1669,0.00020088,3.035,0.21484,1,0.0144,0.55,0.0025,0.0144
0.074929,-0.0053559,0.0075626,3.9559e-12,18.685,0.1665,0.00020974,3.0324,0.21237,1,0.014415,0.55,0.0025,0.014415
