"U:0","U:1","U:2","alpha.water","epsilon","k","nut","p","p_rgh","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.9514,0.054714,0.012444,9.9946e-10,2.7964,0.042492,5.8178e-05,3.4912,0.59931,1,0.005685,0.55,0.0025,0.005685
0.9492,0.056139,0.012488,9.9992e-10,2.7787,0.042271,5.7946e-05,3.4909,0.59918,1,0.0057,0.55,0.0025,0.0057
0.947,0.057564,0.012532,1.0004e-09,2.761,0.042049,5.7713e-05,3.4907,0.59905,1,0.005715,0.55,0.0025,0.005715
0.94479,0.058988,0.012576,1.0008e-09,2.7432,0.041828,5.748e-05,3.4904,0.59893,1,0.00573,0.55,0.0025,0.00573
0.94259,0.060413,0.012619,1.0013e-09,2.7255,0.041606,5.7247e-05,3.4902,0.5988,1,0.005745,0.55,0.0025,0.005745
0.94039,0.061838,0.012663,1.0018e-09,2.7078,0.041384,5.7014e-05,3.4899,0.59867,1,0.00576,0.55,0.0025,0.00576
0.93818,0.063263,0.012707,1.0022e-09,2.69,0.041163,5.6781e-05,3.4897,0.59854,1,0.005775,0.55,0.0025,0.005775
0.93598,0.064687,0.012751,1.0027e-09,2.6723,0.040941,5.6548e-05,3.4894,0.59841,1,0.00579,0.55,0.0025,0.00579
0.93378,0.066112,0.012795,1.0031e-09,2.6546,0.040719,5.6315e-05,3.4892,0.59828,1,0.005805,0.55,0.0025,0.005805
0.93157,0.067537,0.012838,1.0036e-09,2.6369,0.040498,5.6082e-05,3.4889,0.59816,1,0.00582,0.55,0.0025,0.00582
0.92937,0.068962,0.012882,1.0041e-09,2.6191,0.040276,5.585e-05,3.4887,0.59803,1,0.005835,0.55,0.0025,0.005835
0.92717,0.070386,0.012926,1.0045e-09,2.6014,0.040055,5.5617e-05,3.4884,0.5979,1,0.00585,0.55,0.0025,0.00585
0.92496,0.071811,0.01297,1.005e-09,2.5837,0.039833,5.5384e-05,3.4882,0.59777,1,0.005865,0.55,0.0025,0.005865
0.92276,0.073236,0.013013,1.0054e-09,2.566,0.039611,5.5151e-05,3.4879,0.59764,1,0.00588,0.55,0.0025,0.00588
0.92056,0.07466,0.013057,1.0059e-09,2.5482,0.03939,5.4918e-05,3.4877,0.59752,1,0.005895,0.55,0.0025,0.005895
0.91835,0.076085,0.013101,1.0064e-09,2.5305,0.039168,5.4685e-05,3.4874,0.59739,1,0.00591,0.55,0.0025,0.00591
0.91615,0.07751,0.013145,1.0068e-09,2.5128,0.038947,5.4452e-05,3.4872,0.59726,1,0.005925,0.55,0.0025,0.005925
0.91395,0.078935,0.013188,1.0073e-09,2.495,0.038725,5.4219e-05,3.4869,0.59713,1,0.00594,0.55,0.0025,0.00594
0.91174,0.080359,0.013232,1.0077e-09,2.4773,0.038503,5.3986e-05,3.4867,0.597,1,0.005955,0.55,0.0025,0.005955
0.90954,0.081784,0.013276,1.0082e-09,2.4596,0.038282,5.3754e-05,3.4864,0.59687,1,0.00597,0.55,0.0025,0.00597
0.90734,0.083209,0.01332,1.0087e-09,2.4419,0.03806,5.3521e-05,3.4862,0.59675,1,0.005985,0.55,0.0025,0.005985
0.90513,0.084633,0.013364,1.0091e-09,2.4241,0.037838,5.3288e-05,3.4859,0.59662,1,0.006,0.55,0.0025,0.006
0.90296,0.086134,0.013476,1.0282e-09,2.4129,0.037661,5.3044e-05,3.4856,0.59644,1,0.006015,0.55,0.0025,0.006015
0.90079,0.087634,0.013588,1.0473e-09,2.4016,0.037484,5.2799e-05,3.4853,0.59627,1,0.00603,0.55,0.0025,0.00603
0.89861,0.089135,0.013701,1.0664e-09,2.3904,0.037306,5.2555e-05,3.485,0.59609,1,0.006045,0.55,0.0025,0.006045
0.89644,0.090635,0.013813,1.0855e-09,2.3792,0.037129,5.2311e-05,3.4847,0.59591,1,0.00606,0.55,0.0025,0.00606
0.89427,0.092136,0.013926,1.1046e-09,2.3679,0.036952,5.2067e-05,3.4844,0.59574,1,0.006075,0.55,0.0025,0.006075
0.8921,0.093636,0.014038,1.1237e-09,2.3567,0.036774,5.1822e-05,3.4841,0.59556,1,0.00609,0.55,0.0025,0.00609
0.88992,0.095137,0.014151,1.1428e-09,2.3454,0.036597,5.1578e-05,3.4838,0.59539,1,0.006105,0.55,0.0025,0.006105
0.88775,0.096637,0.014263,1.1619e-09,2.3342,0.03642,5.1334e-05,3.4835,0.59521,1,0.00612,0.55,0.0025,0.00612
0.88558,0.098137,0.014376,1.181e-09,2.3229,0.036242,5.109e-05,3.4832,0.59503,1,0.006135,0.55,0.0025,0.006135
0.88341,0.099638,0.014488,1.2001e-09,2.3117,0.036065,5.0845e-05,3.4829,0.59486,1,0.00615,0.55,0.0025,0.00615
0.88123,0.10114,0.014601,1.2192e-09,2.3005,0.035887,5.0601e-05,3.4826,0.59468,1,0.006165,0.55,0.0025,0.006165
0.87906,0.10264,0.014713,1.2383e-09,2.2892,0.03571,5.0357e-05,3.4823,0.59451,1,0.00618,0.55,0.0025,0.00618
0.87689,0.10414,0.014826,1.2574e-09,2.278,0.035533,5.0113e-05,3.482,0.59433,1,0.006195,0.55,0.0025,0.006195
0.87471,0.10564,0.014938,1.2765e-09,2.2667,0.035355,4.9868e-05,3.4817,0.59416,1,0.00621,0.55,0.0025,0.00621
0.87254,0.10714,0.01505,1.2956e-09,2.2555,0.035178,4.9624e-05,3.4814,0.59398,1,0.006225,0.55,0.0025,0.006225
0.87037,0.10864,0.015163,1.3147e-09,2.2442,0.035001,4.938e-05,3.4811,0.5938,1,0.00624,0.55,0.0025,0.00624
0.8682,0.11014,0.015275,1.3338e-09,2.233,0.034823,4.9136e-05,3.4808,0.59363,1,0.006255,0.55,0.0025,0.006255
0.86602,0.11164,0.015388,1.3529e-09,2.2218,0.034646,4.8891e-05,3.4805,0.59345,1,0.00627,0.55,0.0025,0.00627
0.86385,0.11314,0.0155,1.372e-09,2.2105,0.034469,4.8647e-05,3.4802,0.59328,1,0.006285,0.55,0.0025,0.006285
0.86168,0.11464,0.015613,1.3911e-09,2.1993,0.034291,4.8403e-05,3.4799,0.5931,1,0.0063,0.55,0.0025,0.0063
0.85951,0.11614,0.015725,1.4102e-09,2.188,0.034114,4.8159e-05,3.4796,0.59292,1,0.006315,0.55,0.0025,0.006315
0.85733,0.11764,0.015838,1.4293e-09,2.1768,0.033936,4.7914e-05,3.4793,0.59275,1,0.00633,0.55,0.0025,0.00633
0.85505,0.11905,0.016008,1.4623e-09,2.1696,0.033791,4.7672e-05,3.479,0.59253,1,0.006345,0.55,0.0025,0.006345
0.85274,0.12042,0.016194,1.4993e-09,2.1636,0.033654,4.7431e-05,3.4786,0.59229,1,0.00636,0.55,0.0025,0.00636
0.85042,0.12179,0.016381,1.5363e-09,2.1575,0.033518,4.719e-05,3.4783,0.59206,1,0.006375,0.55,0.0025,0.006375
0.84811,0.12317,0.016567,1.5733e-09,2.1515,0.033381,4.6949e-05,3.4779,0.59183,1,0.00639,0.55,0.0025,0.00639
0.8458,0.12454,0.016754,1.6103e-09,2.1455,0.033244,4.6707e-05,3.4776,0.59159,1,0.006405,0.55,0.0025,0.006405
0.84348,0.12591,0.01694,1.6473e-09,2.1394,0.033108,4.6466e-05,3.4772,0.59136,1,0.00642,0.55,0.0025,0.00642
0.84117,0.12729,0.017126,1.6843e-09,2.1334,0.032971,4.6225e-05,3.4768,0.59113,1,0.006435,0.55,0.0025,0.006435
0.83886,0.12866,0.017313,1.7213e-09,2.1274,0.032834,4.5984e-05,3.4765,0.59089,1,0.00645,0.55,0.0025,0.00645
0.83654,0.13004,0.017499,1.7583e-09,2.1213,0.032698,4.5742e-05,3.4761,0.59066,1,0.006465,0.55,0.0025,0.006465
0.83423,0.13141,0.017686,1.7953e-09,2.1153,0.032561,4.5501e-05,3.4758,0.59043,1,0.00648,0.55,0.0025,0.00648
0.83192,0.13278,0.017872,1.8323e-09,2.1093,0.032425,4.526e-05,3.4754,0.59019,1,0.006495,0.55,0.0025,0.006495
0.8296,0.13416,0.018059,1.8693e-09,2.1032,0.032288,4.5019e-05,3.4751,0.58996,1,0.00651,0.55,0.0025,0.00651
0.82729,0.13553,0.018245,1.9063e-09,2.0972,0.032151,4.4778e-05,3.4747,0.58973,1,0.006525,0.55,0.0025,0.006525
0.82498,0.13691,0.018432,1.9433e-09,2.0912,0.032015,4.4536e-05,3.4743,0.58949,1,0.00654,0.55,0.0025,0.00654
0.82266,0.13828,0.018618,1.9803e-09,2.0851,0.031878,4.4295e-05,3.474,0.58926,1,0.006555,0.55,0.0025,0.006555
0.82035,0.13965,0.018805,2.0172e-09,2.0791,0.031742,4.4054e-05,3.4736,0.58903,1,0.00657,0.55,0.0025,0.00657
0.81804,0.14103,0.018991,2.0542e-09,2.0731,0.031605,4.3813e-05,3.4733,0.58879,1,0.006585,0.55,0.0025,0.006585
0.81572,0.1424,0.019177,2.0912e-09,2.067,0.031468,4.3571e-05,3.4729,0.58856,1,0.0066,0.55,0.0025,0.0066
0.81341,0.14378,0.019364,2.1282e-09,2.061,0.031332,4.333e-05,3.4726,0.58833,1,0.006615,0.55,0.0025,0.006615
0.8111,0.14515,0.01955,2.1652e-09,2.055,0.031195,4.3089e-05,3.4722,0.58809,1,0.00663,0.55,0.0025,0.00663
0.80878,0.14652,0.019737,2.2022e-09,2.0489,0.031059,4.2848e-05,3.4718,0.58786,1,0.006645,0.55,0.0025,0.006645
0.80647,0.1479,0.019923,2.2392e-09,2.0429,0.030922,4.2606e-05,3.4715,0.58762,1,0.00666,0.55,0.0025,0.00666
0.80408,0.14907,0.02014,2.2724e-09,2.0386,0.030803,4.238e-05,3.4711,0.58736,1,0.006675,0.55,0.0025,0.006675
0.80162,0.15007,0.02038,2.3024e-09,2.0356,0.030699,4.2165e-05,3.4707,0.58706,1,0.00669,0.55,0.0025,0.00669
0.79917,0.15108,0.02062,2.3325e-09,2.0326,0.030594,4.195e-05,3.4703,0.58677,1,0.006705,0.55,0.0025,0.006705
0.79671,0.15208,0.02086,2.3625e-09,2.0296,0.03049,4.1735e-05,3.4698,0.58648,1,0.00672,0.55,0.0025,0.00672
0.79425,0.15309,0.021101,2.3926e-09,2.0266,0.030386,4.152e-05,3.4694,0.58618,1,0.006735,0.55,0.0025,0.006735
0.7918,0.15409,0.021341,2.4226e-09,2.0236,0.030281,4.1305e-05,3.469,0.58589,1,0.00675,0.55,0.0025,0.00675
0.78934,0.15509,0.021581,2.4527e-09,2.0206,0.030177,4.109e-05,3.4686,0.5856,1,0.006765,0.55,0.0025,0.006765
0.78689,0.1561,0.021821,2.4827e-09,2.0176,0.030072,4.0875e-05,3.4682,0.5853,1,0.00678,0.55,0.0025,0.00678
0.78443,0.1571,0.022062,2.5128e-09,2.0147,0.029968,4.0661e-05,3.4678,0.58501,1,0.006795,0.55,0.0025,0.006795
0.78197,0.15811,0.022302,2.5428e-09,2.0117,0.029864,4.0446e-05,3.4673,0.58472,1,0.00681,0.55,0.0025,0.00681
0.77952,0.15911,0.022542,2.5729e-09,2.0087,0.029759,4.0231e-05,3.4669,0.58442,1,0.006825,0.55,0.0025,0.006825
0.77706,0.16012,0.022783,2.6029e-09,2.0057,0.029655,4.0016e-05,3.4665,0.58413,1,0.00684,0.55,0.0025,0.00684
0.77461,0.16112,0.023023,2.6329e-09,2.0027,0.029551,3.9801e-05,3.4661,0.58384,1,0.006855,0.55,0.0025,0.006855
0.77215,0.16213,0.023263,2.663e-09,1.9997,0.029446,3.9586e-05,3.4657,0.58354,1,0.00687,0.55,0.0025,0.00687
0.7697,0.16313,0.023503,2.693e-09,1.9967,0.029342,3.9371e-05,3.4653,0.58325,1,0.006885,0.55,0.0025,0.006885
0.76724,0.16414,0.023744,2.7231e-09,1.9937,0.029237,3.9156e-05,3.4648,0.58296,1,0.0069,0.55,0.0025,0.0069
0.76478,0.16514,0.023984,2.7531e-09,1.9907,0.029133,3.8941e-05,3.4644,0.58266,1,0.006915,0.55,0.0025,0.006915
0.76233,0.16615,0.024224,2.7832e-09,1.9878,0.029029,3.8726e-05,3.464,0.58237,1,0.00693,0.55,0.0025,0.00693
0.75987,0.16715,0.024464,2.8132e-09,1.9848,0.028924,3.8511e-05,3.4636,0.58208,1,0.006945,0.55,0.0025,0.006945
0.75742,0.16816,0.024705,2.8433e-09,1.9818,0.02882,3.8296e-05,3.4632,0.58178,1,0.00696,0.55,0.0025,0.00696
0.75496,0.16916,0.024945,2.8733e-09,1.9788,0.028715,3.8082e-05,3.4628,0.58149,1,0.006975,0.55,0.0025,0.006975
0.7525,0.17016,0.025185,2.9034e-09,1.9758,0.028611,3.7867e-05,3.4623,0.5812,1,0.00699,0.55,0.0025,0.00699
0.75007,0.17098,0.025432,2.9269e-09,1.9733,0.028516,3.7668e-05,3.4619,0.58088,1,0.007005,0.55,0.0025,0.007005
0.74769,0.1714,0.025694,2.9375e-09,1.9717,0.02844,3.7503e-05,3.4614,0.58053,1,0.00702,0.55,0.0025,0.00702
0.74531,0.17183,0.025955,2.948e-09,1.9701,0.028365,3.7338e-05,3.461,0.58018,1,0.007035,0.55,0.0025,0.007035
0.74292,0.17225,0.026217,2.9586e-09,1.9685,0.028289,3.7173e-05,3.4605,0.57982,1,0.00705,0.55,0.0025,0.00705
0.74054,0.17268,0.026478,2.9691e-09,1.967,0.028213,3.7008e-05,3.46,0.57947,1,0.007065,0.55,0.0025,0.007065
0.73816,0.1731,0.02674,2.9797e-09,1.9654,0.028137,3.6843e-05,3.4595,0.57912,1,0.00708,0.55,0.0025,0.00708
0.73578,0.17353,0.027001,2.9902e-09,1.9638,0.028062,3.6678e-05,3.4591,0.57877,1,0.007095,0.55,0.0025,0.007095
0.73339,0.17396,0.027263,3.0008e-09,1.9622,0.027986,3.6513e-05,3.4586,0.57841,1,0.00711,0.55,0.0025,0.00711
0.73101,0.17438,0.027525,3.0113e-09,1.9606,0.02791,3.6348e-05,3.4581,0.57806,1,0.007125,0.55,0.0025,0.007125
0.72863,0.17481,0.027786,3.0218e-09,1.9591,0.027834,3.6183e-05,3.4576,0.57771,1,0.00714,0.55,0.0025,0.00714
0.72624,0.17523,0.028048,3.0324e-09,1.9575,0.027758,3.6018e-05,3.4571,0.57736,1,0.007155,0.55,0.0025,0.007155
0.72386,0.17566,0.028309,3.0429e-09,1.9559,0.027683,3.5852e-05,3.4567,0.577,1,0.00717,0.55,0.0025,0.00717
0.72148,0.17608,0.028571,3.0535e-09,1.9543,0.027607,3.5687e-05,3.4562,0.57665,1,0.007185,0.55,0.0025,0.007185
0.71909,0.17651,0.028832,3.064e-09,1.9528,0.027531,3.5522e-05,3.4557,0.5763,1,0.0072,0.55,0.0025,0.0072
0.71671,0.17693,0.029094,3.0746e-09,1.9512,0.027455,3.5357e-05,3.4552,0.57595,1,0.007215,0.55,0.0025,0.007215
0.71433,0.17736,0.029355,3.0851e-09,1.9496,0.027379,3.5192e-05,3.4548,0.57559,1,0.00723,0.55,0.0025,0.00723
0.71194,0.17779,0.029617,3.0957e-09,1.948,0.027304,3.5027e-05,3.4543,0.57524,1,0.007245,0.55,0.0025,0.007245
0.70956,0.17821,0.029878,3.1062e-09,1.9464,0.027228,3.4862e-05,3.4538,0.57489,1,0.00726,0.55,0.0025,0.00726
0.70718,0.17864,0.03014,3.1168e-09,1.9449,0.027152,3.4697e-05,3.4533,0.57453,1,0.007275,0.55,0.0025,0.007275
0.7048,0.17906,0.030401,3.1273e-09,1.9433,0.027076,3.4532e-05,3.4529,0.57418,1,0.00729,0.55,0.0025,0.00729
0.70241,0.17949,0.030663,3.1379e-09,1.9417,0.027001,3.4367e-05,3.4524,0.57383,1,0.007305,0.55,0.0025,0.007305
0.70003,0.17991,0.030924,3.1484e-09,1.9401,0.026925,3.4202e-05,3.4519,0.57348,1,0.00732,0.55,0.0025,0.00732
0.69769,0.18026,0.031184,3.1577e-09,1.9387,0.026853,3.4044e-05,3.4514,0.57312,1,0.007335,0.55,0.0025,0.007335
0.69571,0.17999,0.031435,3.1568e-09,1.9384,0.026811,3.3943e-05,3.4509,0.5727,1,0.00735,0.55,0.0025,0.00735
0.69374,0.17971,0.031685,3.1559e-09,1.9382,0.026769,3.3842e-05,3.4504,0.57229,1,0.007365,0.55,0.0025,0.007365
0.69176,0.17944,0.031935,3.155e-09,1.9379,0.026727,3.3742e-05,3.4498,0.57188,1,0.00738,0.55,0.0025,0.00738
0.68978,0.17916,0.032185,3.1541e-09,1.9376,0.026685,3.3641e-05,3.4493,0.57147,1,0.007395,0.55,0.0025,0.007395
0.68781,0.17889,0.032436,3.1532e-09,1.9374,0.026643,3.3541e-05,3.4487,0.57105,1,0.00741,0.55,0.0025,0.00741
0.68583,0.17861,0.032686,3.1523e-09,1.9371,0.026601,3.344e-05,3.4482,0.57064,1,0.007425,0.55,0.0025,0.007425
0.68385,0.17834,0.032936,3.1514e-09,1.9368,0.026559,3.3339e-05,3.4477,0.57023,1,0.00744,0.55,0.0025,0.00744
0.68188,0.17806,0.033186,3.1506e-09,1.9366,0.026517,3.3239e-05,3.4471,0.56981,1,0.007455,0.55,0.0025,0.007455
0.6799,0.17779,0.033437,3.1497e-09,1.9363,0.026475,3.3138e-05,3.4466,0.5694,1,0.00747,0.55,0.0025,0.00747
0.67792,0.17751,0.033687,3.1488e-09,1.936,0.026433,3.3037e-05,3.4461,0.56899,1,0.007485,0.55,0.0025,0.007485
0.67595,0.17724,0.033937,3.1479e-09,1.9358,0.026391,3.2937e-05,3.4455,0.56858,1,0.0075,0.55,0.0025,0.0075
0.67397,0.17696,0.034188,3.147e-09,1.9355,0.026349,3.2836e-05,3.445,0.56816,1,0.007515,0.55,0.0025,0.007515
0.67199,0.17669,0.034438,3.1461e-09,1.9352,0.026307,3.2736e-05,3.4445,0.56775,1,0.00753,0.55,0.0025,0.00753
0.67002,0.17641,0.034688,3.1452e-09,1.935,0.026265,3.2635e-05,3.4439,0.56734,1,0.007545,0.55,0.0025,0.007545
0.66804,0.17614,0.034938,3.1443e-09,1.9347,0.026224,3.2534e-05,3.4434,0.56692,1,0.00756,0.55,0.0025,0.00756
0.66606,0.17586,0.035189,3.1434e-09,1.9344,0.026182,3.2434e-05,3.4428,0.56651,1,0.007575,0.55,0.0025,0.007575
0.66409,0.17559,0.035439,3.1425e-09,1.9342,0.02614,3.2333e-05,3.4423,0.5661,1,0.00759,0.55,0.0025,0.00759
0.66211,0.17531,0.035689,3.1416e-09,1.9339,0.026098,3.2233e-05,3.4418,0.56568,1,0.007605,0.55,0.0025,0.007605
0.66013,0.17504,0.035939,3.1408e-09,1.9336,0.026056,3.2132e-05,3.4412,0.56527,1,0.00762,0.55,0.0025,0.00762
0.65815,0.17476,0.03619,3.1399e-09,1.9334,0.026014,3.2031e-05,3.4407,0.56486,1,0.007635,0.55,0.0025,0.007635
0.65618,0.17449,0.03644,3.139e-09,1.9331,0.025972,3.1931e-05,3.4402,0.56445,1,0.00765,0.55,0.0025,0.00765
0.6542,0.17421,0.03669,3.1381e-09,1.9329,0.02593,3.183e-05,3.4396,0.56403,1,0.007665,0.55,0.0025,0.007665
0.65281,0.17329,0.03691,3.123e-09,1.9345,0.025924,3.1789e-05,3.439,0.56357,1,0.00768,0.55,0.0025,0.00768
0.65149,0.17229,0.037126,3.1062e-09,1.9363,0.025923,3.1755e-05,3.4384,0.5631,1,0.007695,0.55,0.0025,0.007695
0.65017,0.17129,0.037342,3.0893e-09,1.9382,0.025922,3.1721e-05,3.4379,0.56262,1,0.00771,0.55,0.0025,0.00771
0.64885,0.17029,0.037558,3.0725e-09,1.94,0.025921,3.1687e-05,3.4373,0.56215,1,0.007725,0.55,0.0025,0.007725
0.64753,0.16929,0.037774,3.0556e-09,1.9419,0.025919,3.1654e-05,3.4367,0.56168,1,0.00774,0.55,0.0025,0.00774
0.64621,0.16829,0.03799,3.0387e-09,1.9437,0.025918,3.162e-05,3.4361,0.56121,1,0.007755,0.55,0.0025,0.007755
0.64489,0.16729,0.038206,3.0219e-09,1.9456,0.025917,3.1586e-05,3.4355,0.56074,1,0.00777,0.55,0.0025,0.00777
0.64357,0.16629,0.038422,3.005e-09,1.9474,0.025916,3.1552e-05,3.4349,0.56026,1,0.007785,0.55,0.0025,0.007785
0.64225,0.16529,0.038638,2.9882e-09,1.9493,0.025915,3.1518e-05,3.4343,0.55979,1,0.0078,0.55,0.0025,0.0078
0.64094,0.16429,0.038854,2.9713e-09,1.9511,0.025914,3.1485e-05,3.4337,0.55932,1,0.007815,0.55,0.0025,0.007815
0.63962,0.16329,0.03907,2.9545e-09,1.953,0.025912,3.1451e-05,3.4331,0.55885,1,0.00783,0.55,0.0025,0.00783
0.6383,0.16229,0.039286,2.9376e-09,1.9549,0.025911,3.1417e-05,3.4325,0.55838,1,0.007845,0.55,0.0025,0.007845
0.63698,0.16129,0.039502,2.9208e-09,1.9567,0.02591,3.1383e-05,3.4319,0.5579,1,0.00786,0.55,0.0025,0.00786
0.63566,0.16029,0.039718,2.9039e-09,1.9586,0.025909,3.1349e-05,3.4313,0.55743,1,0.007875,0.55,0.0025,0.007875
0.63434,0.15929,0.039934,2.8871e-09,1.9604,0.025908,3.1316e-05,3.4307,0.55696,1,0.00789,0.55,0.0025,0.00789
0.63302,0.15829,0.040151,2.8702e-09,1.9623,0.025906,3.1282e-05,3.4301,0.55649,1,0.007905,0.55,0.0025,0.007905
0.6317,0.15729,0.040367,2.8534e-09,1.9641,0.025905,3.1248e-05,3.4295,0.55601,1,0.00792,0.55,0.0025,0.00792
0.63038,0.15629,0.040583,2.8365e-09,1.966,0.025904,3.1214e-05,3.4289,0.55554,1,0.007935,0.55,0.0025,0.007935
0.62906,0.15529,0.040799,2.8197e-09,1.9678,0.025903,3.118e-05,3.4283,0.55507,1,0.00795,0.55,0.0025,0.00795
0.62774,0.15429,0.041015,2.8028e-09,1.9697,0.025902,3.1147e-05,3.4277,0.5546,1,0.007965,0.55,0.0025,0.007965
0.62642,0.15329,0.041231,2.786e-09,1.9715,0.025901,3.1113e-05,3.4271,0.55413,1,0.00798,0.55,0.0025,0.00798
0.6251,0.15229,0.041447,2.7691e-09,1.9734,0.025899,3.1079e-05,3.4265,0.55365,1,0.007995,0.55,0.0025,0.007995
0.62424,0.15084,0.041642,2.7389e-09,1.977,0.025925,3.1083e-05,3.4259,0.55315,1,0.00801,0.55,0.0025,0.00801
0.62361,0.14918,0.041828,2.702e-09,1.9815,0.025964,3.1105e-05,3.4253,0.55263,1,0.008025,0.55,0.0025,0.008025
0.62297,0.14751,0.042013,2.6651e-09,1.9859,0.026003,3.1128e-05,3.4246,0.55211,1,0.00804,0.55,0.0025,0.00804
0.62234,0.14585,0.042199,2.6282e-09,1.9904,0.026043,3.115e-05,3.424,0.55158,1,0.008055,0.55,0.0025,0.008055
0.6217,0.14418,0.042384,2.5913e-09,1.9949,0.026082,3.1172e-05,3.4233,0.55106,1,0.00807,0.55,0.0025,0.00807
0.62107,0.14251,0.04257,2.5544e-09,1.9994,0.026121,3.1195e-05,3.4227,0.55054,1,0.008085,0.55,0.0025,0.008085
0.62043,0.14085,0.042755,2.5174e-09,2.0038,0.02616,3.1217e-05,3.422,0.55002,1,0.0081,0.55,0.0025,0.0081
0.6198,0.13918,0.04294,2.4805e-09,2.0083,0.026199,3.124e-05,3.4214,0.5495,1,0.008115,0.55,0.0025,0.008115
0.61916,0.13752,0.043126,2.4436e-09,2.0128,0.026239,3.1262e-05,3.4207,0.54898,1,0.00813,0.55,0.0025,0.00813
0.61853,0.13585,0.043311,2.4067e-09,2.0173,0.026278,3.1285e-05,3.4201,0.54846,1,0.008145,0.55,0.0025,0.008145
0.61789,0.13419,0.043497,2.3698e-09,2.0218,0.026317,3.1307e-05,3.4195,0.54793,1,0.00816,0.55,0.0025,0.00816
0.61726,0.13252,0.043682,2.3329e-09,2.0262,0.026356,3.1329e-05,3.4188,0.54741,1,0.008175,0.55,0.0025,0.008175
0.61662,0.13085,0.043868,2.296e-09,2.0307,0.026395,3.1352e-05,3.4182,0.54689,1,0.00819,0.55,0.0025,0.00819
0.61599,0.12919,0.044053,2.2591e-09,2.0352,0.026434,3.1374e-05,3.4175,0.54637,1,0.008205,0.55,0.0025,0.008205
0.61535,0.12752,0.044239,2.2222e-09,2.0397,0.026474,3.1397e-05,3.4169,0.54585,1,0.00822,0.55,0.0025,0.00822
0.61472,0.12586,0.044424,2.1853e-09,2.0441,0.026513,3.1419e-05,3.4162,0.54533,1,0.008235,0.55,0.0025,0.008235
0.61408,0.12419,0.04461,2.1484e-09,2.0486,0.026552,3.1442e-05,3.4156,0.54481,1,0.00825,0.55,0.0025,0.00825
0.61345,0.12252,0.044795,2.1115e-09,2.0531,0.026591,3.1464e-05,3.4149,0.54428,1,0.008265,0.55,0.0025,0.008265
0.61281,0.12086,0.04498,2.0746e-09,2.0576,0.02663,3.1486e-05,3.4143,0.54376,1,0.00828,0.55,0.0025,0.00828
0.61217,0.11919,0.045166,2.0377e-09,2.062,0.026669,3.1509e-05,3.4137,0.54324,1,0.008295,0.55,0.0025,0.008295
0.61154,0.11753,0.045351,2.0008e-09,2.0665,0.026709,3.1531e-05,3.413,0.54272,1,0.00831,0.55,0.0025,0.00831
0.6109,0.11586,0.045537,1.9639e-09,2.071,0.026748,3.1554e-05,3.4124,0.5422,1,0.008325,0.55,0.0025,0.008325
0.61049,0.11396,0.045723,1.9229e-09,2.0767,0.026801,3.159e-05,3.4117,0.54166,1,0.00834,0.55,0.0025,0.00834
0.61036,0.11176,0.04591,1.8769e-09,2.0838,0.02687,3.1644e-05,3.411,0.5411,1,0.008355,0.55,0.0025,0.008355
0.61024,0.10956,0.046097,1.831e-09,2.0909,0.02694,3.1698e-05,3.4103,0.54054,1,0.00837,0.55,0.0025,0.00837
0.61011,0.10736,0.046284,1.785e-09,2.0981,0.02701,3.1752e-05,3.4097,0.53998,1,0.008385,0.55,0.0025,0.008385
0.60998,0.10516,0.046471,1.739e-09,2.1052,0.027079,3.1806e-05,3.409,0.53942,1,0.0084,0.55,0.0025,0.0084
0.60985,0.10296,0.046658,1.693e-09,2.1123,0.027149,3.186e-05,3.4083,0.53887,1,0.008415,0.55,0.0025,0.008415
0.60972,0.10076,0.046845,1.6471e-09,2.1195,0.027219,3.1914e-05,3.4076,0.53831,1,0.00843,0.55,0.0025,0.00843
0.60959,0.098563,0.047032,1.6011e-09,2.1266,0.027289,3.1968e-05,3.4069,0.53775,1,0.008445,0.55,0.0025,0.008445
0.60946,0.096364,0.047219,1.5551e-09,2.1337,0.027358,3.2022e-05,3.4062,0.53719,1,0.00846,0.55,0.0025,0.00846
0.60933,0.094165,0.047406,1.5091e-09,2.1409,0.027428,3.2076e-05,3.4056,0.53663,1,0.008475,0.55,0.0025,0.008475
0.6092,0.091965,0.047593,1.4632e-09,2.148,0.027498,3.213e-05,3.4049,0.53607,1,0.00849,0.55,0.0025,0.00849
0.60907,0.089766,0.04778,1.4172e-09,2.1551,0.027568,3.2184e-05,3.4042,0.53551,1,0.008505,0.55,0.0025,0.008505
0.60894,0.087567,0.047967,1.3712e-09,2.1623,0.027637,3.2238e-05,3.4035,0.53495,1,0.00852,0.55,0.0025,0.00852
0.60881,0.085367,0.048154,1.3253e-09,2.1694,0.027707,3.2292e-05,3.4028,0.53439,1,0.008535,0.55,0.0025,0.008535
0.60868,0.083168,0.048341,1.2793e-09,2.1765,0.027777,3.2346e-05,3.4021,0.53383,1,0.00855,0.55,0.0025,0.00855
0.60855,0.080969,0.048529,1.2333e-09,2.1837,0.027847,3.24e-05,3.4015,0.53327,1,0.008565,0.55,0.0025,0.008565
0.60842,0.078769,0.048716,1.1873e-09,2.1908,0.027916,3.2454e-05,3.4008,0.53271,1,0.00858,0.55,0.0025,0.00858
